FOODID;FOODNAME_y;CA;CAROTENS;FE;FIBC;FOL;JODI;K;MG;NIAEQ;P;RIBF;SE;THIA;VITA;VITB12;VITC;VITD;VITE;VITK;VITPYRID;ZN;Calsium;Carotenoids;Iron;Fiber;Folate;Iodine;Kalium;Magnesium;Niacin;Phosphorus;Riboflavin;Selenium;Thiamin;Vitamin A;Vitamin B12;Vitamin C;Vitamin D;Vitamin E;Vitamin K;Vitamin B6;Zinc
30214;WATER CHESTNUT;11;0;0,06;3;16;0,0008;584;22;1;63;0,2;0,7;0,14;0;0;4;0;1,2;0,3;1,8;0,5;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
30223;SWEET POTATO;30;8516;0,61;3;11;2;337;25;0,891;47;0,061;0,6;0,078;706,54;0;2,4;0;0,26;1,8;0,209;0,3;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
30914;FLORENCE FENNEL;24;440;0,3;2,4;42;0;440;8;0,6;26;0,01;1;0,06;36,52;0;5;0;0,2;62,8;0,06;0,5;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30968;PINE NUT;19,12;26;6,73;3,7;34;0;597;251;7,076;575;0,227;4,7;0,364;1,41;0;0,8;0;13;53,9;0,094;8,51;0;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;1;0;0;1
30991;LINSEED;234,4;651;8,23;26,4;87;0;834;389;8,04;613;0,161;13;1,644;0;0;0,6;0;0,2;4,3;0,473;5,44;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1
31175;QUINOA;47;172;4,57;7;92;0;563;197;4,309;457;0,318;8,5;0,36;0,71;0;0;0;2,44;0;0,487;3,1;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0
31211;PUMPKIN SEED;63;228;10,3;6;58;0;807;535;11,915;1174;0,32;2,1;0,21;18,92;0;1,9;0;2,3;51,4;0,224;8,4;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1
31212;PISTACHIO NUT;110;1362;4,2;10,3;50;0;1042;120;5,617;485;0,158;9,3;0,84;13,03;0;2,3;0;2,3;13,2;1,274;2,3;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0
31213;MUNG BEAN;38;19;1,74;5,3;91;0;282;46;1,741;101;0,053;2,6;0,12;1,58;0;1;0;0,16;2,9;0,08;0,74;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31214;KIDNEY BEAN;28;0;2,92;7,4;129;0;401;45;0,575;141;0,058;1,2;0,159;0;0;1,2;0;0,03;8,4;0,119;1,06;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31216;ADZUKI BEAN;84;12;4,2;11,1;622;0;1220;130;5,806;380;0,22;2;0,45;1;0;0;0;0;0;0,351;5;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0
31218;CHICK PEA;160;60;5,5;10,7;180;0;1000;130;5,24;310;0,24;2;0,39;4,98;0;0;0;2,88;9;0,53;3;1;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0
31219;LENTILS, RED;51;60;7,6;4,9;35;0;710;83;5,724;320;0,2;6;0,5;4,98;0;0;0;0,49;0;0,6;3,1;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0
31237;AMARANTH FLAKES;17;29;1,76;6,7;82;0;353;25;5,633;331;0,11;70,7;0,07;0,083;0;2,5;0;1,19;0;0,07;0,25;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
31552;GUAVA;18;5578;0,26;5,4;49;0;417;22;1,451;40;0,04;0,6;0,067;31,04;0;228,3;0;0,73;2,6;0,11;0,23;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
31555;POMEGRANATE;10;0;0,3;4;38;0;236;12;0,293;36;0,053;0,5;0,067;0;0;10,2;0;0,6;16,4;0,075;0,35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31557;CHILI, GREEN;18;1469;1,2;1,5;23;0;340;25;1,384;46;0,09;0,5;0,09;58,72;0;242,5;0;0,69;14,3;0,278;0,3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
32455;GRAPEFRUIT PINK/RED;22;700;0,08;1,6;13;0;135;9;0,204;18;0,031;0,1;0,043;58;0;31,2;0;0,13;0;0,053;0,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32456;ARTICHOKE;44;28,9;1,28;5,4;68;0;370;60;1,046;90;0,066;0,2;0,072;0,66;0;11,7;0;0,19;14,8;0,116;0,49;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
32464;BRAZIL NUT;160;0;2,43;7,5;22;20;659;376;0,295;725;0,035;1917;0,617;0;0;0,7;0;0,9;0;0,101;4,06;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0
32895;MACADAMIA NUT;85;0;3,69;8,6;11;0;368;130;3,592;188;0,162;3,6;1,195;0;0;1,2;0;0,54;0;0,275;1,3;0;0;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0
33023;GINGER;16;0;0,6;2;11;0;415;43;0,95;34;0,034;0,7;0,025;0;0;5;0;0,26;0,1;0,19;0,34;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33038;SHARON, KAKI, PERSIMON;8;1290;0,2;2;8;0;161;9;0,2;17;0,02;1;0,03;107,07;0;8;0;0;2,6;0,02;0,1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33095;PECAN. NUT;70;55;2,53;9,6;22;0;410;121;2,72;277;0,13;3,8;0,66;2,78;0;1,1;0;1,4;3,5;0,25;4,53;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0
33121;HEMP SEED;105,1;7;13,029;27,6;110;0;859;483;12,54;1160;0,1;8,8;0,4;0,581;0;0,5;0;1,7;0;0,6;7,312;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1
33456;SPINACH;89;7732,4;1,8;1,9;194;1;620;52;1,801;34;0,24;10;0,11;275,19;0;60;0;1,22;270;0,22;0,45;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0
33499;SOYA MINCE, WHITE OR DARK;244;0;13,7;15;303;0;2490;306;13,492;701;0,251;3,3;0,691;1,99;0;0;0;0;0;0,69;5,06;1;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;1
34136;SEAWEED, NORI;430;14910;19,6;44,4;0;2100;2840;12;5,5;350;1,34;0;0,24;1237,53;0;14;0;0;0;0,07;6,4;1;1;1;1;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1
34137;SEAWEED, WAKAME;660;515;11,6;47,1;0;15200;220;470;5,5;310;0,14;1;0,11;42,74;0;15;0;0;0;0,01;1,7;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
34159;ROCKET, ARUGULA;160;4979;1,46;1,6;107,6;1;369;47;0,906;52;0,058;0,3;0,062;118,19;0;17,1;0;0,43;108,6;0,073;0,47;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
34230;WILD ROCKET, SAND ROCKET;160;4979;1,46;1,6;97;1;369;47;0,906;52;0,086;0,3;0,044;118,19;0;15;0;0,43;108,6;0,073;0,47;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
34231;GARDEN LETTUCE;56;2734,5;0,7;1;38,6;1;360;21;0,4;40;0,022;0,2;0,03;81,63;0;2,69;0;0,63;115;0,1;0,5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
34232;RADICCHIO;19,9;15;0,4;1,1;64;0,4;212;10;0,528;31,4;0,012;1;0,023;1,24;0;3,71;0;0,1;255,2;0,055;0,2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
34233;ROMAINE LETTUCE;46;1,1;0,54;1,8;76,7;1;300;17;0,8;28;0,021;0;0,026;91;0;2,15;0;0,3;129;0,1;0,31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
34234;ONION, RED ONION;33;23,1;0,5;1,98;27,1;1;220;11;0,4;40;0,005;0,5;0,037;0,57;0;5,3;0;0,04;0,7;0,24;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34235;RADISH, WHITE;27;0;0,4;1,6;26,2;1;227;16;0,25;23;0,01;0,7;0,005;0;0;13,7;0;0;0,3;0,06;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34236;PEA SHOOT;250;3142;5,5;1,6;65;0;300;11;1,751;37;0,051;0,4;0,11;260,79;0;1,44;0;0,8;0;0,13;0,7;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34237;CORN SALAD, LAMB'S LETTUCE;71;2,9;1,78;1,8;41,6;6;350;22;1,1;30;0,038;0;0,048;243,76;0;4,87;0;1,5;377;0,17;0,18;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
34238;CORIANDER, FRESH;67;4168,9;1,77;2,8;51,3;0;521;26;1,114;48;0,098;0,9;0,092;336,11;0;10,1;0;2,5;310;0,18;0,5;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
34239;NORTHERN MILKCAP;1,5;0;0,53;1,5;21;1;260;12;5,5;49;0,42;2;0,033;0;0,06;2,11;2,93;0;0,3;0,18;0,8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0
34240;FUNNEL CHANTERELLE;3,6;1329,4;0,85;3,22;11;1;450;10;3,94;50;0,26;18;0,135;110,34;0;0,25;15,4;0;0;0,04;0,77;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0
34241;WOOLLY MILKCAP;1,2;0;0,56;1,5;21;1;280;12;5,5;67;0,42;6;0,033;0;0,06;2,11;2,93;0;0;0,18;0,11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0
34243;BROAD BEAN, FAVA BEAN;22;210;1,9;4,2;96;0;250;38;2,435;95;0,11;1,2;0,17;17,5;0;33;0;0,3;9;0,05;0,58;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34244;SUGAR SNAP PEAS;60;432;1,24;2,2;47;1;230;33;1,351;67;0,044;4;0,16;36;0;66;0;0,5;62;0,15;0,64;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
34245;SESAME SEED;58,7;5;7,41;11,3;97;0;603;442;11,546;896;0,18;84,5;1,47;0,41;0;0;0;0;14;0,79;7,58;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1
34254;SEAWEED, KOMBU;900;340;12,7;34,5;0;429000;450;610;2,1;210;0,26;0;0,07;28,22;0;13;0;0;0;0,01;6,2;1;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1
34361;MANGO;11;685,1;0,16;1,6;43;0;168;10;0,886;14;0,038;0,6;0,028;53,91;0;36,4;0;0,9;4,2;0,14;0,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34380;WHITE BEAN, NAVY BEAN;161,4;0;6,1;15,3;364;0,6;1732,5;183;6,313;449;0,164;11;0,775;0;0;0;0;0,02;2,5;0,428;2,4;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0
34680;PASSION FRUIT;12;784;1,6;10,4;14;0;348;29;1,5;68;0,13;0,6;0,03;63,37;0;30;0;0,02;0,7;0,1;0,1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34694;PAPAYA;20;2782;0,25;1,7;37;0;182;21;0,491;10;0,027;0,6;0,023;47,268;0;60,9;0;0,3;2,6;0,038;0,08;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
34847;CHIA SEED;623,6;32,4;9,598;34,4;49;0;407;335;13,673;860;0,17;32;0,62;2,689;0;1,6;0;0,3;0;0;6,288;1;0;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1
35221;POPPY SEED;1608,306;0;10,82;19,5;82;0;719;347;3,927;870;0,1;11;0,854;0;0;1;0;2;0;0,247;6,897;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1
35581;VELVET BOLETE;0,3;0;10;3,2;0;0;140;4,3;0;31;0;10;0;0;0;0;1;0;0;0;0,4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35582;FOREST LAMB MUSHROOM, SHEEP POLYPORE;0,7;0;0,11;3,6;0;0;260;5,4;0;43;0;10;0;0;0;0;1,56;0;0;0;0,36;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35583;BOLETE;0,7;0;0,41;3,3;29,5;1;250;4,7;4,9;36;0,353;10;0,138;0;0;0,25;0,125;0;0,3;0,18;0,72;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
35584;SPRUCE BUD;16;0;0,37;7,2;0;0;210;21;0;56;0;10;0;0;0;66,7;0;0;0;0;0,96;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
35585;ROSEBAY WILLOW HERB OR FIREWEED, SHOOT;210;0;1,6;7,5;0;0;410;73;0;120;0;10;0;0;0;103;0;0;0;0;1,3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
35586;DANDELION, LEAF;120;6338;1,3;7,7;27;0;690;52;0,806;48;0,26;10;0,19;505,968;0;40,8;0;3,44;0;0,251;0,44;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0
35587;DANDELION, BUD;65;0;1,1;8,2;0;0;500;41;0;79;0;10;0;0;0;23,3;0;0;0;0;0,54;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35588;GOUTWEED, GROUND ELDER, HERB GERARD, LEAF;130;0;2;9,1;0;0;770;53;0;70;0;10;0;0;0;80;0;0;0;0;0,59;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
35589;BLACK CURRANT, LEAF;310;0;2,6;11,4;0;0;580;80;0;150;0;10;0;0;0;209;0;0;0;0;1,1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
35591;BOG BILBERRY, BOG WHORTLEBERRY;11;310,5;0,13;2,4;11,2;0;84;5,5;0,567;11;0,014;10;0,133;3,918;0;26,2;0;1,85;9;0,06;0,23;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35592;CHOKEBERRY;21;0;0,25;5,2;0;0;170;14;0;16;0;10;0;0;0;6,15;0;0;0;0;0,12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35596;BLUEBERRY;6,7;310,5;0,77;3,3;11,2;1;71;4,9;0,567;9,8;0,014;10;0,133;3,92;0;15,6;0;1,85;9;0,06;0,06;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35602;BLACK CROWBERRY;5,1;0;0,31;9,5;0;0;100;4,4;0;8,1;0;10;0;0;0;8,97;0;0;0;0;0,08;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35606;ANGELICA;246;0;0,73;8,6;0;0;838;33;0;87;0;0,5;0;0;0;103;0;0;0;0;0,38;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
35607;YARROW;296;0;1,4;12;0;0;864;69;0;92;0;0,5;0;0;0;26;0;0;0;0;1,3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
35608;HORN OF PLENTY;19,5;0;2,9;38;0;1;4650;77,3;0;302;0;5;0;0;0;0;0;0;0;0;9,6;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1
35611;PINE BOLETE;0,5;0;0,11;2;29,5;1;122;2;8,407;23,8;0,353;200;0,138;0;0,06;0,25;0;0;0,3;0,18;0,57;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
35615;JUNIPER BERRY;165;0;1,68;45;0;0;816;46,9;0;76,4;0;5;0;0;0;0;0;0;0;0;0,5;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35616;NETTLE, LEAF, DRIED;2830;0;6,7;31;0;14,29;2530;450;0;450;0;3000;0;0;0;24;0;0;0;0;2,4;1;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0
35635;BLACK BEAN;160;10,2;8,7;15,5;444;0;1500;160;6,163;440;0,193;3,2;0,9;0,847;0;0;0;0,21;5,6;0,286;2,2;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0
40000;NUTRITIONAL YEAST;10;0;2;20;200;0;500;80;10;300;2;10;1;0;4;0;0;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0
