FOODID,FOODNAME_y,FOODTYPE,PROCESS,EDPORT,IGCLASS,IGCLASSP,CA,CAROTENS,FE,FIBC,FOL,ID,K,MG,NACL,NATRIUM,NIA,NIAEQ,P,RIBF,SE,THIA,VITA,VITB12,VITC,VITD,VITE,VITK,VITPYRID,ZN
34905,RICE AND BARLEY MIX,FOOD,MIX,100,RICE,CERTOT,15.0,81.2,2.1,4.65,16.0,5.0,250.0,77.5,9.43,3.7,4.069,5.73,235.0,0.075,5.3,0.3,0.0,0.0,0.0,0.0,0.165,1.18,0.09,2.05
34907,RICE AND RYE MIX,FOOD,MIX,100,RICE,CERTOT,16.7,65.9,3.57,9.35,29.12,9.5,317.0,110.0,14.52,5.7,3.226,4.899,262.0,0.051,17.6,0.107,0.162,0.0,0.0,0.0,0.558,2.33,0.55,1.9
34971,"OAT, COARSE-GROUND OAT, KAURAKUITUNEN",FOOD,RAW,100,OAT,CERTOT,38.25,79.6,3.6,69.7,22.95,9.0,287.1,103.5,440.8,173.0,0.36,2.878,323.1,0.076,5.85,0.45,0.0,0.0,0.0,0.0,0.383,0.945,0.08,2.25
34972,"OLIVE, AVERAGE, WITHOUT STONE, IN BRINE, GREEN",FOOD,CANN,100,FRUITOTH,FRUITTOT,52.0,750.0,0.49,3.3,3.0,,42.0,11.0,3964.69,1556.0,0.237,0.671,4.0,0.007,0.9,0.021,19.546,0.0,0.0,0.0,3.81,1.4,0.031,0.04
35146,"4-GRAIN FLAKES, GLUTEN FREE",FOOD,RAW,100,OAT,CERTOT,27.52,361.4,3.47,6.146,29.15,11.91,282.96,97.21,223.61,87.76,1.416,3.818,306.9,0.077,10.342,0.2249,1.707,0.0,0.0,0.0,0.483,1.278,0.2,2.622
35220,"HEMP SEED, WITHOUT HULL",FOOD,RAW,100,NUTSEED,LEGUTOT,58.88,7.0,11.31,4.0,110.0,,859.0,483.0,30.58,12.0,9.2,9.203,1160.0,0.1,24.955,0.4,0.581,0.0,0.5,0.0,1.7,,0.6,10.61
35221,POPPY SEED,FOOD,DRIE,100,NUTSEED,LEGUTOT,1608.306,0.0,10.82,19.5,82.0,,719.0,347.0,66.25,26.0,0.854,3.927,870.0,0.1,11.0,0.854,0.0,0.0,1.0,0.0,2.0,0.0,0.247,6.897
35315,"RICE, QUINOA AND MULTIGRAIN MIX",FOOD,RAW,100,RICE,CERTOT,20.87,58.6,2.601,5.686,30.3,7.6,325.96,109.08,11.5,4.52,3.971,5.875,308.0,0.098,5.02,0.3381,0.159,0.0,0.0,0.0,0.507,1.175,0.17,2.464
35513,"LINSEED, CRUSHED, ROASTED, VALO24",FOOD,DRIE,100,NUTSEED,LEGUTOT,234.4,651.0,8.23,23.7,87.0,0.0,834.0,389.0,109.56,43.0,3.08,8.04,613.0,0.161,13.0,1.644,0.0,0.0,0.6,0.0,0.2,4.3,0.473,5.44
35580,"CRANBERRY, DRIED, CRANBERRY POWDER",FOOD,DRIE,100,BERRY,FRUITTOT,82.0,2500.0,7.1,47.4,100.0,50.0,450.0,48.0,6.37,2.5,5.0,11.7,120.0,3.5,10.0,2.5,89.5,0.0,14.3,0.0,47.0,450.0,3.0,1.3
35581,VELVET BOLETE,FOOD,RAW,100,MUSHRO,VEGTOT,0.3,,10.0,3.2,,,140.0,4.3,2.29,0.9,,,31.0,,10.0,,,0.0,,1.0,,,,0.4
35582,"FOREST LAMB MUSHROOM, SHEEP POLYPORE",FOOD,RAW,100,MUSHRO,VEGTOT,0.7,,0.11,3.6,,,260.0,5.4,3.06,1.2,,,43.0,,10.0,,,0.0,,1.56,,,,0.36
35583,BOLETE,FOOD,RAW,100,MUSHRO,VEGTOT,0.7,0.0,0.41,3.3,29.5,1.0,250.0,4.7,3.57,1.4,4.9,4.9,36.0,0.353,10.0,0.138,0.0,0.0,0.25,0.125,0.0,0.3,0.18,0.72
35584,SPRUCE BUD,FOOD,RAW,100,VEGLEAF,VEGTOT,16.0,,0.37,7.2,,,210.0,21.0,2.04,0.8,,,56.0,,10.0,,,0.0,66.7,0.0,,,,0.96
35585,"ROSEBAY WILLOW HERB OR FIREWEED, SHOOT",FOOD,RAW,100,VEGLEAF,VEGTOT,210.0,,1.6,7.5,,,410.0,73.0,3.31,1.3,,,120.0,,10.0,,,0.0,103.0,0.0,,,,1.3
35586,"DANDELION, LEAF",FOOD,RAW,100,VEGLEAF,VEGTOT,120.0,6338.0,1.3,7.7,27.0,,690.0,52.0,3.06,1.2,0.806,0.806,48.0,0.26,10.0,0.19,505.968,0.0,40.8,0.0,3.44,,0.251,0.44
35587,"DANDELION, BUD",FOOD,RAW,100,VEGLEAF,VEGTOT,65.0,,1.1,8.2,,,500.0,41.0,2.29,0.9,,,79.0,,10.0,,,0.0,23.3,0.0,,,,0.54
35588,"GOUTWEED, GROUND ELDER, HERB GERARD, LEAF",FOOD,RAW,100,VEGLEAF,VEGTOT,130.0,,2.0,9.1,,,770.0,53.0,2.04,0.8,,,70.0,,10.0,,,0.0,80.0,0.0,,,,0.59
35589,"BLACK CURRANT, LEAF",FOOD,RAW,100,VEGLEAF,VEGTOT,310.0,,2.6,11.4,,,580.0,80.0,3.06,1.2,,,150.0,,10.0,,,0.0,209.0,0.0,,,,1.1
35591,"BOG BILBERRY, BOG WHORTLEBERRY",FOOD,RAW,100,BERRY,FRUITTOT,11.0,310.5,0.13,2.4,11.2,,84.0,5.5,4.33,1.7,0.4,0.567,11.0,0.014,10.0,0.133,3.918,0.0,26.2,0.0,1.85,9.0,0.06,0.23
35592,CHOKEBERRY,FOOD,RAW,100,BERRY,FRUITTOT,21.0,,0.25,5.2,,,170.0,14.0,2.8,1.1,,,16.0,,10.0,,,0.0,6.15,0.0,,,,0.12
35593,"CHOKEBERRY, DRIED, CHOKEBERRY POWDER",FOOD,DRIE,100,BERRY,FRUITTOT,210.0,,6.1,49.1,,,610.0,62.0,6.37,2.5,,,140.0,,10.0,,,0.0,0.25,0.0,,,,0.69
35595,"BLACK CURRANT, DRIED, BLACK CURRANT POWDER",FOOD,DRIE,100,BERRY,FRUITTOT,310.0,1694.4,2.8,38.6,44.37,3.13,1100.0,120.0,6.12,2.4,0.938,1.616,320.0,0.053,10.0,0.1312,25.625,0.0,255.0,0.0,6.969,93.75,0.25,1.1
35596,BLUEBERRY,FOOD,RAW,100,BERRY,FRUITTOT,6.7,310.5,0.77,3.3,11.2,1.0,71.0,4.9,1.78,0.7,0.4,0.567,9.8,0.014,10.0,0.133,3.92,0.0,15.6,0.0,1.85,9.0,0.06,0.06
35597,"ROWANBERRY, DRIED, ROWANBERRY POWDER",FOOD,DRIE,100,BERRY,FRUITTOT,290.0,617.6,4.2,50.3,58.82,5.88,640.0,100.0,4.08,1.6,2.941,3.729,200.0,0.029,10.0,0.3706,47.847,0.0,2.97,0.0,2.876,52.941,0.41,0.83
35598,"ROWANBERRY JUICE, WITHOUT SUGAR",FOOD,BOIL,100,JUICE,FRUITTOT,32.0,,0.07,0.6,,,280.0,18.0,1.02,0.4,,,17.0,,10.0,,,0.0,27.7,0.0,,,,0.15
35599,"LINGONBERRY, DRIED, LINGONBERRY POWDER",FOOD,DRIE,100,BERRY,FRUITTOT,100.0,260.8,5.9,36.2,163.33,8.33,340.0,48.0,5.86,2.3,4.167,5.283,130.0,0.042,10.0,0.525,6.333,0.0,12.6,0.0,12.75,75.0,0.08,1.2
35600,"SEA BUCKTHORN, DRIED, SEA BUCKTHORN POWDER",FOOD,DRIE,100,BERRY,FRUITTOT,55.0,5058.8,5.6,44.3,58.82,0.0,940.0,64.0,33.12,13.0,1.529,1.529,230.0,0.412,10.0,1.0588,419.882,0.0,76.2,0.0,17.941,79.412,0.76,1.8
35601,"SEA BUCKTHORN JUICE, WITHOUT SUGAR",FOOD,BOIL,100,JUICE,FRUITTOT,5.2,,0.68,0.2,,,130.0,4.9,17.33,6.8,,,12.0,,10.0,,,0.0,65.0,0.0,,,,0.15
35602,BLACK CROWBERRY,FOOD,RAW,100,BERRY,FRUITTOT,5.1,,0.31,9.5,,,100.0,4.4,4.33,1.7,,,8.1,,10.0,,,0.0,8.97,0.0,,,,0.08
35605,"DANDELION, BUD AND LEAF, AVERAGE",FOOD,RAW,100,VEGLEAF,VEGTOT,92.5,3169.0,1.2,7.95,13.5,,595.0,46.5,2.67,1.05,0.403,0.403,63.5,0.13,10.0,0.095,252.984,0.0,32.05,0.0,1.72,,0.13,0.49
35606,ANGELICA,FOOD,RAW,100,VEGLEAF,VEGTOT,246.0,,0.73,8.6,,,838.0,33.0,1.8,0.72,,,87.0,,0.5,,,0.0,103.0,0.0,,,,0.38
35607,YARROW,FOOD,RAW,100,VEGLEAF,VEGTOT,296.0,,1.4,12.0,,,864.0,69.0,16.3,6.5,,,92.0,,0.5,,,0.0,26.0,0.0,,,,1.3
35608,"HORN OF PLENTY, DRIED",FOOD,DRIE,100,MUSHRO,VEGTOT,19.5,,2.9,38.0,,1.0,4650.0,77.3,74.66,29.3,,,302.0,,5.0,,0.0,0.0,,,0.0,,,9.6
35611,"PINE BOLETE, FROZEN",FOOD,FROZ,100,MUSHRO,VEGTOT,0.5,0.0,0.11,2.0,29.5,1.0,122.0,2.0,1.48,0.58,4.9,8.407,23.8,0.353,200.0,0.138,0.0,0.06,0.25,,0.0,0.3,0.18,0.57
35615,JUNIPER BERRY,FOOD,RAW,100,BERRY,FRUITTOT,165.0,,1.68,45.0,,,816.0,46.9,2.22,0.87,,,76.4,,5.0,,,0.0,,0.0,,,,0.5
35616,"NETTLE, LEAF, DRIED",FOOD,DRIE,100,VEGLEAF,VEGTOT,2830.0,,6.7,31.0,,14.29,2530.0,450.0,125.0,17.14,,,450.0,,3000.0,,,0.0,24.0,0.0,,,,2.4
35623,"BEAN, BROAD BEAN, FAVA BEAN, DRIED, BOILED WITHOUT SALT",FOOD,BOIL,100,PEABEAN,LEGUTOT,36.0,9.0,1.49,5.4,103.0,,266.0,43.0,12.74,5.0,0.707,1.909,124.0,0.088,2.6,0.096,0.75,0.0,0.3,0.0,0.02,2.9,0.072,1.0
35635,"BEAN, BLACK BEAN, TURTLE BEAN, DRIED",FOOD,DRIE,100,PEABEAN,LEGUTOT,160.0,10.2,8.7,15.5,444.0,,1500.0,160.0,22.93,9.0,1.955,6.163,440.0,0.193,3.2,0.9,0.847,0.0,0.0,0.0,0.21,5.6,0.286,2.2
35638,"BEAN, BLACK BEAN, TURTLE BEAN, IN BRINE, CANNED",FOOD,CANN,100,PEABEAN,LEGUTOT,35.0,2.4,1.9,6.9,61.0,,308.0,35.0,978.43,384.0,0.62,1.822,108.0,0.12,1.3,0.14,0.199,0.0,2.7,0.0,0.62,,0.055,0.54
